;ordered;reodered;random;saw;sinusoidal;step;quasi ordered;;ordered;reodered;random;saw;sinusoidal;step;quasi ordered
;;;;;;;;;945,9945995;54,00540054;910,6494783;660,10001;232,0866025;9307,957197;9497,267122
;;;;;;;;;946,0946095;53,90539054;650,4142495;670,10001;206,1073739;9301,559186;9470,029484
;;;;;;;;;946,1946195;53,80538054;831,7401331;680,10001;181,2880051;9301,602272;9461,198504
;;;;;;;;;946,2946295;53,70537054;71,95267824;690,10001;157,726447;9309,974096;9469,365311
;;;;;;;;;946,3946395;53,60536054;6,438263273;700,10001;135,5156863;9299,964827;9471,873236
;;;;;;;;;946,4946495;53,50535054;511,3601742;710,10001;114,7433786;9307,243711;9495,271677
;;;;;;;;;946,5946595;53,40534053;221,8012405;720,10001;95,49150281;9305,225234;9457,188395
;;;;;;;;;946,6946695;53,30533053;658,9348364;730,10001;77,83603725;9308,230348;9478,366938
;;;;;;;;;946,7946795;53,20532053;667,2802526;740,10001;61,84665998;9307,42761;9506,633381
;;;;;;;;;946,8946895;53,10531053;534,9525635;750,10001;47,58647377;9297,306718;9455,162733
;;;;;;;;;946,9946995;53,00530053;843,3189369;760,10001;35,11175706;9298,222001;9430,297705
;;;;;;;;;947,0947095;52,90529053;601,7171161;770,10001;24,47174185;9290,479642;9442,012813
;;;;;;;;;947,1947195;52,80528053;590,0349011;780,10001;15,70841944;9294,852475;9489,784572
;;;;;;;;;947,2947295;52,70527053;645,9851707;790,10001;8,856374636;9293,246362;9440,817313
;;;;;;;;;947,3947395;52,60526053;53,44977299;800,10001;3,942649343;9294,71092;9479,966449
;;;;;;;;;947,4947495;52,50525053;248,3138998;810,10001;0,986635786;9301,765105;9492,398437
;;;;;;;;;947,5947595;52,40524052;651,5023337;820,10001;0;9304,245288;9468,075047
;;;;;;;;;947,6947695;52,30523052;255,0703186;830,10001;0,986635786;9290,23191;9427,408444
;;;;;;;;;947,7947795;52,20522052;712,7612911;840,10001;3,942649343;9302,918138;9434,465077
;;;;;;;;;947,8947895;52,10521052;657,9435705;850,10001;8,856374636;9304,947198;9508,457751
;;;;;;;;;947,9947995;52,00520052;675,8106349;860,10001;15,70841944;9306,618643;9482,397378
;;;;;;;;;948,0948095;51,90519052;708,2840596;870,10001;24,47174185;9291,699665;9441,950393
;;;;;;;;;948,1948195;51,80518052;990,8353593;880,10001;35,11175706;9300,188618;9447,611797
;;;;;;;;;948,2948295;51,70517052;171,56318;890,10001;47,58647377;9294,187786;9479,479259
;;;;;;;;;948,3948395;51,60516052;962,0988768;900,10001;61,84665998;9290,671109;9506,778637
;;;;;;;;;948,4948495;51,50515052;206,3896257;910,10001;77,83603725;9296,081981;9528,657063
;;;;;;;;;948,5948595;51,40514051;674,9866326;920,10001;95,49150281;9292,371226;9470,34956
;;;;;;;;;948,6948695;51,30513051;714,0912225;930,10001;114,7433786;9291,116648;9531,130116
;;;;;;;;;948,7948795;51,20512051;670,9202139;940,10001;135,5156863;9308,98946;9515,724926
;;;;;;;;;948,8948895;51,10511051;321,4658271;950,10001;157,726447;9290,833631;9444,858134
;;;;;;;;;948,9948995;51,00510051;989,5619819;960,10001;181,2880051;9302,439209;9508,054414
;;;;;;;;;949,0949095;50,90509051;484,9286075;970,10001;206,1073739;9305,15154;9444,148222
;;;;;;;;;949,1949195;50,80508051;396,8867163;980,10001;232,0866025;9301,394351;9518,602467
;;;;;;;;;949,2949295;50,70507051;375,9033994;990,10001;259,1231629;9307,143242;9443,424144
;;;;;;;;;949,3949395;50,60506051;589,2016946;1000,10001;287,1103542;9308,257147;9494,522863
;;;;;;;;;949,4949495;50,50505051;624,1561911;0,100010001;315,9377237;9407,997394;9517,667246
;;;;;;;;;949,5949595;50,4050405;651,1538272;10,10001;345,4915028;9396,378825;9493,538926
;;;;;;;;;949,6949695;50,3050305;491,1095395;20,10001;375,6550564;9394,978773;9468,565968
;;;;;;;;;949,7949795;50,2050205;874,8501432;30,10001;406,3093427;9404,096604;9489,318687
;;;;;;;;;949,8949895;50,1050105;332,8419767;40,10001;437,3333832;9406,820232;9453,30275
;;;;;;;;;949,9949995;50,0050005;621,0524991;50,10001;468,6047402;9404,485698;9523,731904
;;;;;;;;;950,0950095;49,9049905;135,5259984;60,10001;500;9407,818168;9453,440864
;;;;;;;;;950,1950195;49,8049805;281,7678477;70,10001;531,3952598;9408,925909;9480,418294
;;;;;;;;;950,2950295;49,7049705;951,7356039;80,10001;562,6666168;9403,921857;9496,515162
;;;;;;;;;950,3950395;49,6049605;402,8966351;90,10001;593,6906573;9399,580645;9507,02539
;;;;;;;;;950,4950495;49,5049505;999,4666079;100,10001;624,3449436;9391,869004;9488,653409
;;;;;;;;;950,5950595;49,40494049;963,4600046;110,10001;654,5084972;9398,736412;9533,808229
;;;;;;;;;950,6950695;49,30493049;265,3417475;120,10001;684,0622763;9403,876291;9519,830998
;;;;;;;;;950,7950795;49,20492049;20,83987611;130,10001;712,8896458;9399,073308;9504,504498
;;;;;;;;;950,8950895;49,10491049;170,9731452;140,10001;740,8768371;9398,209695;9546,39834
;;;;;;;;;950,9950995;49,00490049;645,5037056;150,10001;767,9133975;9398,245969;9480,781151
;;;;;;;;;951,0951095;48,90489049;72,70695695;160,10001;793,8926261;9394,641652;9509,650521
;;;;;;;;;951,1951195;48,80488049;712,7183938;170,10001;818,7119949;9402,635687;9470,418235
;;;;;;;;;951,2951295;48,70487049;698,4064737;180,10001;842,273553;9404,82039;9481,730924
;;;;;;;;;951,3951395;48,60486049;793,6268169;190,10001;864,4843137;9400,93939;9560,734172
;;;;;;;;;951,4951495;48,50485049;394,4315019;200,10001;885,2566214;9406,679698;9525,034408
;;;;;;;;;951,5951595;48,40484048;384,9120636;210,10001;904,5084972;9398,30918;9479,712709
;;;;;;;;;951,6951695;48,30483048;680,1154273;220,10001;922,1639628;9402,367106;9554,088198
;;;;;;;;;951,7951795;48,20482048;105,1271082;230,10001;938,15334;9398,906236;9529,164424
;;;;;;;;;951,8951895;48,10481048;925,1414383;240,10001;952,4135262;9402,78491;9521,143425
;;;;;;;;;951,9951995;48,00480048;938,3832335;250,10001;964,8882429;9390,835471;9474,845092
;;;;;;;;;952,0952095;47,90479048;973,7081748;260,10001;975,5282581;9406,410827;9474,054765
;;;;;;;;;952,1952195;47,80478048;724,5624132;270,10001;984,2915806;9408,14652;9558,222721
;;;;;;;;;952,2952295;47,70477048;925,4250964;280,10001;991,1436254;9403,198314;9518,229748
;;;;;;;;;952,3952395;47,60476048;695,624643;290,10001;996,0573507;9397,26298;9559,177026
;;;;;;;;;952,4952495;47,50475048;613,8071698;300,10001;999,0133642;9401,373136;9540,40359
;;;;;;;;;952,5952595;47,40474047;748,8414091;310,10001;1000;9402,620047;9498,641733
;;;;;;;;;952,6952695;47,30473047;43,38150706;320,10001;999,0133642;9396,930304;9510,284769
;;;;;;;;;952,7952795;47,20472047;22,34532233;330,10001;996,0573507;9394,688812;9506,774818
;;;;;;;;;952,8952895;47,10471047;667,2631749;340,10001;991,1436254;9399,129449;9573,991079
;;;;;;;;;952,9952995;47,00470047;553,8792016;350,10001;984,2915806;9403,869679;9522,974413
;;;;;;;;;953,0953095;46,90469047;704,09923;360,10001;975,5282581;9398,527516;9538,233233
;;;;;;;;;953,1953195;46,80468047;15,21963599;370,10001;964,8882429;9392,66304;9525,092208
;;;;;;;;;953,2953295;46,70467047;617,1957781;380,10001;952,4135262;9408,526127;9559,221853
;;;;;;;;;953,3953395;46,60466047;556,2068447;390,10001;938,15334;9402,159911;9524,758323
;;;;;;;;;953,4953495;46,50465047;413,8853819;400,10001;922,1639628;9395,302795;9492,506962
;;;;;;;;;953,5953595;46,40464046;54,33478526;410,10001;904,5084972;9396,309273;9554,990924
;;;;;;;;;953,6953695;46,30463046;482,627762;420,10001;885,2566214;9390,629724;9556,497824
;;;;;;;;;953,7953795;46,20462046;178,1011262;430,10001;864,4843137;9393,34878;9491,315062
;;;;;;;;;953,8953895;46,10461046;491,4080663;440,10001;842,273553;9393,117261;9513,123366
;;;;;;;;;953,9953995;46,00460046;519,7326043;450,10001;818,7119949;9401,837104;9522,061907
;;;;;;;;;954,0954095;45,90459046;164,2016461;460,10001;793,8926261;9403,636874;9570,127053
;;;;;;;;;954,1954195;45,80458046;834,6138748;470,10001;767,9133975;9393,546731;9538,38287
;;;;;;;;;954,2954295;45,70457046;46,37933411;480,10001;740,8768371;9398,984807;9566,287493
;;;;;;;;;954,3954395;45,60456046;171,6047609;490,10001;712,8896458;9392,137247;9515,486719
;;;;;;;;;954,4954495;45,50455046;265,8501046;500,10001;684,0622763;9403,531325;9509,79342
;;;;;;;;;954,5954595;45,40454045;297,8578884;510,10001;654,5084972;9401,986307;9580,964836
;;;;;;;;;954,6954695;45,30453045;615,6775255;520,10001;624,3449436;9405,587058;9561,272646
;;;;;;;;;954,7954795;45,20452045;365,6174477;530,10001;593,6906573;9402,297717;9574,073535
;;;;;;;;;954,8954895;45,10451045;10,98309258;540,10001;562,6666168;9400,036269;9508,328516
;;;;;;;;;954,9954995;45,00450045;358,742385;550,10001;531,3952598;9405,370455;9557,645505
;;;;;;;;;955,0955096;44,90449045;284,7893599;560,10001;500;9396,189611;9578,848595
;;;;;;;;;955,1955196;44,80448045;812,7460088;570,10001;468,6047402;9398,231303;9534,024027
;;;;;;;;;955,2955296;44,70447045;86,48961217;580,10001;437,3333832;9402,031733;9575,623196
;;;;;;;;;955,3955396;44,60446045;781,829189;590,10001;406,3093427;9395,917287;9593,96226
;;;;;;;;;955,4955496;44,50445045;544,5291925;600,10001;375,6550564;9407,465366;9554,576747
;;;;;;;;;955,5955596;44,40444044;924,9629972;610,10001;345,4915028;9402,386359;9511,512234
;;;;;;;;;955,6955696;44,30443044;907,4257488;620,10001;315,9377237;9400,254438;9508,080332
;;;;;;;;;955,7955796;44,20442044;344,5408583;630,10001;287,1103542;9406,302441;9518,675042
;;;;;;;;;955,8955896;44,10441044;46,48044486;640,10001;259,1231629;9393,029508;9606,314015
;;;;;;;;;955,9955996;44,00440044;325,2684515;650,10001;232,0866025;9401,637038;9588,580336
;;;;;;;;;956,0956096;43,90439044;53,20871421;660,10001;206,1073739;9400,278767;9528,068465
;;;;;;;;;956,1956196;43,80438044;659,4957661;670,10001;181,2880051;9402,03942;9570,183623
;;;;;;;;;956,2956296;43,70437044;583,2882808;680,10001;157,726447;9390,458464;9512,31562
;;;;;;;;;956,3956396;43,60436044;917,1093092;690,10001;135,5156863;9408,668768;9525,575819
;;;;;;;;;956,4956496;43,50435044;265,6006866;700,10001;114,7433786;9409,143098;9553,501407
;;;;;;;;;956,5956596;43,40434043;67,21284437;710,10001;95,49150281;9408,652518;9552,043154
;;;;;;;;;956,6956696;43,30433043;491,0543896;720,10001;77,83603725;9401,825678;9566,586129
;;;;;;;;;956,7956796;43,20432043;63,14081898;730,10001;61,84665998;9405,02836;9555,395949
;;;;;;;;;956,8956896;43,10431043;267,3393992;740,10001;47,58647377;9401,371397;9605,505584
;;;;;;;;;956,9956996;43,00430043;774,4138422;750,10001;35,11175706;9401,509018;9610,084469
;;;;;;;;;957,0957096;42,90429043;137,1667725;760,10001;24,47174185;9393,840885;9616,31189
;;;;;;;;;957,1957196;42,80428043;849,880729;770,10001;15,70841944;9391,2288;9613,624821
;;;;;;;;;957,2957296;42,70427043;38,44437157;780,10001;8,856374636;9405,28978;9550,216078
;;;;;;;;;957,3957396;42,60426043;968,6654423;790,10001;3,942649343;9394,527586;9540,21296
;;;;;;;;;957,4957496;42,50425043;802,6754822;800,10001;0,986635786;9393,906326;9591,895635
;;;;;;;;;957,5957596;42,40424042;938,7775256;810,10001;0;9391,713161;9558,90846
;;;;;;;;;957,6957696;42,30423042;197,4839904;820,10001;0,986635786;9409,839726;9603,07532
;;;;;;;;;957,7957796;42,20422042;593,4269249;830,10001;3,942649343;9404,999393;9621,432006
;;;;;;;;;957,8957896;42,10421042;352,9068781;840,10001;8,856374636;9404,468654;9585,600048
;;;;;;;;;957,9957996;42,00420042;206,3116473;850,10001;15,70841944;9399,530638;9557,683745
;;;;;;;;;958,0958096;41,90419042;660,266189;860,10001;24,47174185;9408,36817;9623,251602
;;;;;;;;;958,1958196;41,80418042;6,51978063;870,10001;35,11175706;9403,898401;9561,120111
;;;;;;;;;958,2958296;41,70417042;389,730163;880,10001;47,58647377;9400,408062;9580,514964
;;;;;;;;;958,3958396;41,60416042;832,3920733;890,10001;61,84665998;9409,645564;9598,559003
;;;;;;;;;958,4958496;41,50415042;534,2176257;900,10001;77,83603725;9403,15593;9539,593927
;;;;;;;;;958,5958596;41,40414041;93,83532712;910,10001;95,49150281;9391,589391;9608,99634
;;;;;;;;;958,6958696;41,30413041;424,2040422;920,10001;114,7433786;9394,112863;9571,510864
;;;;;;;;;958,7958796;41,20412041;979,1176461;930,10001;135,5156863;9393,875386;9549,296768
;;;;;;;;;958,8958896;41,10411041;119,4561861;940,10001;157,726447;9404,693621;9574,27675
;;;;;;;;;958,9958996;41,00410041;106,7583525;950,10001;181,2880051;9409,44385;9612,944788
;;;;;;;;;959,0959096;40,90409041;889,2958892;960,10001;206,1073739;9402,6431;9614,203777
;;;;;;;;;959,1959196;40,80408041;993,6481926;970,10001;232,0866025;9394,609278;9601,988854
;;;;;;;;;959,2959296;40,70407041;831,4362895;980,10001;259,1231629;9399,758155;9561,503781
;;;;;;;;;959,3959396;40,60406041;339,1052738;990,10001;287,1103542;9400,116474;9569,97582
;;;;;;;;;959,4959496;40,50405041;598,3319618;1000,10001;315,9377237;9402,796647;9632,583393
;;;;;;;;;959,5959596;40,4040404;96,82443025;0,100010001;345,4915028;9506,718544;9631,287064
;;;;;;;;;959,6959696;40,3040304;336,0153177;10,10001;375,6550564;9509,860156;9584,994234
;;;;;;;;;959,7959796;40,2040204;993,4248584;20,10001;406,3093427;9502,219744;9556,282442
;;;;;;;;;959,8959896;40,1040104;877,0187581;30,10001;437,3333832;9502,281008;9607,359924
;;;;;;;;;959,9959996;40,0040004;472,3583727;40,10001;468,6047402;9495,949806;9630,974378
;;;;;;;;;960,0960096;39,9039904;538,1184726;50,10001;500;9498,71223;9567,193688
;;;;;;;;;960,1960196;39,8039804;112,8903821;60,10001;531,3952598;9507,035984;9617,55726
;;;;;;;;;960,2960296;39,7039704;330,4101727;70,10001;562,6666168;9507,346162;9561,309429
;;;;;;;;;960,3960396;39,6039604;440,0528711;80,10001;593,6906573;9506,330078;9620,118681
;;;;;;;;;960,4960496;39,5039504;244,4249815;90,10001;624,3449436;9502,295732;9560,167321
;;;;;;;;;960,5960596;39,40394039;273,5483965;100,10001;654,5084972;9496,532793;9648,788466
;;;;;;;;;960,6960696;39,30393039;137,6729034;110,10001;684,0622763;9502,333984;9648,74121
;;;;;;;;;960,7960796;39,20392039;779,5082353;120,10001;712,8896458;9490,210038;9582,262937
;;;;;;;;;960,8960896;39,10391039;897,2131232;130,10001;740,8768371;9495,938004;9651,328293
;;;;;;;;;960,9960996;39,00390039;93,65108995;140,10001;767,9133975;9498,78876;9613,046014
;;;;;;;;;961,0961096;38,90389039;259,5200265;150,10001;793,8926261;9496,904025;9615,464555
;;;;;;;;;961,1961196;38,80388039;995,4421992;160,10001;818,7119949;9492,966268;9577,203895
;;;;;;;;;961,2961296;38,70387039;320,7996656;170,10001;842,273553;9498,288701;9647,752857
;;;;;;;;;961,3961396;38,60386039;305,6750431;180,10001;864,4843137;9490,914377;9594,174996
;;;;;;;;;961,4961496;38,50385039;824,7884654;190,10001;885,2566214;9503,418623;9639,646143
;;;;;;;;;961,5961596;38,40384038;339,7547269;200,10001;904,5084972;9496,616285;9617,969121
;;;;;;;;;961,6961696;38,30383038;727,5136445;210,10001;922,1639628;9501,867121;9572,882291
;;;;;;;;;961,7961796;38,20382038;720,6019598;220,10001;938,15334;9506,946992;9651,5775
;;;;;;;;;961,8961896;38,10381038;785,804518;230,10001;952,4135262;9505,774703;9618,64406
;;;;;;;;;961,9961996;38,00380038;763,6140626;240,10001;964,8882429;9505,026948;9615,110536
;;;;;;;;;962,0962096;37,90379038;512,6523797;250,10001;975,5282581;9499,705594;9651,856271
;;;;;;;;;962,1962196;37,80378038;491,9803793;260,10001;984,2915806;9492,60977;9616,494833
;;;;;;;;;962,2962296;37,70377038;956,5368191;270,10001;991,1436254;9493,436047;9612,018504
;;;;;;;;;962,3962396;37,60376038;212,0123041;280,10001;996,0573507;9508,359393;9668,797309
;;;;;;;;;962,4962496;37,50375038;33,65621411;290,10001;999,0133642;9498,627364;9641,076378
;;;;;;;;;962,5962596;37,40374037;254,4958659;300,10001;1000;9493,555278;9595,390593
;;;;;;;;;962,6962696;37,30373037;559,1216384;310,10001;999,0133642;9492,453384;9589,158523
;;;;;;;;;962,7962796;37,20372037;819,4334142;320,10001;996,0573507;9500,80456;9669,965366
;;;;;;;;;962,8962896;37,10371037;228,2171891;330,10001;991,1436254;9508,431021;9624,4072
;;;;;;;;;962,9962996;37,00370037;803,2675752;340,10001;984,2915806;9509,537067;9647,209829
;;;;;;;;;963,0963096;36,90369037;932,8159788;350,10001;975,5282581;9502,232008;9638,181342
;;;;;;;;;963,1963196;36,80368037;526,4816263;360,10001;964,8882429;9497,652468;9651,269575
;;;;;;;;;963,2963296;36,70367037;535,5104515;370,10001;952,4135262;9498,061491;9615,516587
;;;;;;;;;963,3963396;36,60366037;13,35127064;380,10001;938,15334;9507,216907;9600,680222
;;;;;;;;;963,4963496;36,50365037;624,6928098;390,10001;922,1639628;9502,344288;9593,317488
;;;;;;;;;963,5963596;36,40364036;615,6144657;400,10001;904,5084972;9497,564224;9659,622383
;;;;;;;;;963,6963696;36,30363036;342,1609788;410,10001;885,2566214;9509,043019;9683,518537
;;;;;;;;;963,7963796;36,20362036;749,2476905;420,10001;864,4843137;9504,096484;9649,714051
;;;;;;;;;963,8963896;36,10361036;515,3705717;430,10001;842,273553;9503,631989;9685,595092
;;;;;;;;;963,9963996;36,00360036;895,6237816;440,10001;818,7119949;9499,834231;9670,92717
;;;;;;;;;964,0964096;35,90359036;198,7295507;450,10001;793,8926261;9502,67587;9670,939556
;;;;;;;;;964,1964196;35,80358036;429,0051156;460,10001;767,9133975;9500,837294;9612,51201
;;;;;;;;;964,2964296;35,70357036;893,5141772;470,10001;740,8768371;9493,516567;9658,841691
;;;;;;;;;964,3964396;35,60356036;85,17918336;480,10001;712,8896458;9491,213268;9669,810216
;;;;;;;;;964,4964496;35,50355036;312,118533;490,10001;684,0622763;9490,582495;9604,148969
;;;;;;;;;964,5964596;35,40354035;871,9070688;500,10001;654,5084972;9509,669347;9618,095585
;;;;;;;;;964,6964696;35,30353035;794,7554424;510,10001;624,3449436;9506,183633;9654,193532
;;;;;;;;;964,7964796;35,20352035;951,7974849;520,10001;593,6906573;9494,479511;9675,086016
;;;;;;;;;964,8964896;35,10351035;887,0229114;530,10001;562,6666168;9495,372245;9686,493375
;;;;;;;;;964,9964996;35,00350035;415,0470113;540,10001;531,3952598;9507,656689;9615,737067
;;;;;;;;;965,0965097;34,90349035;875,8136872;550,10001;500;9493,682353;9607,437523
;;;;;;;;;965,1965197;34,80348035;223,9101991;560,10001;468,6047402;9507,957427;9633,018204
;;;;;;;;;965,2965297;34,70347035;652,9059944;570,10001;437,3333832;9503,711507;9640,099843
;;;;;;;;;965,3965397;34,60346035;360,4843374;580,10001;406,3093427;9493,008097;9649,999924
;;;;;;;;;965,4965497;34,50345035;937,7124134;590,10001;375,6550564;9505,753513;9635,051508
;;;;;;;;;965,5965597;34,40344034;194,9385569;600,10001;345,4915028;9501,020947;9652,240147
;;;;;;;;;965,6965697;34,30343034;475,9640143;610,10001;315,9377237;9492,470071;9686,909032
;;;;;;;;;965,7965797;34,20342034;414,2032121;620,10001;287,1103542;9501,431443;9607,927739
;;;;;;;;;965,8965897;34,10341034;988,6557089;630,10001;259,1231629;9496,020321;9673,098192
;;;;;;;;;965,9965997;34,00340034;875,0024878;640,10001;232,0866025;9501,840892;9656,929701
;;;;;;;;;966,0966097;33,90339034;681,8605521;650,10001;206,1073739;9496,578925;9673,141974
;;;;;;;;;966,1966197;33,80338034;688,2789043;660,10001;181,2880051;9499,601312;9644,622029
;;;;;;;;;966,2966297;33,70337034;479,9852698;670,10001;157,726447;9497,186373;9648,138851
;;;;;;;;;966,3966397;33,60336034;317,7213437;680,10001;135,5156863;9496,068105;9654,95939
;;;;;;;;;966,4966497;33,50335034;718,1175842;690,10001;114,7433786;9497,235377;9680,930886
;;;;;;;;;966,5966597;33,40334033;988,0950852;700,10001;95,49150281;9508,491878;9639,449875
;;;;;;;;;966,6966697;33,30333033;118,2991387;710,10001;77,83603725;9490,48887;9665,652883
;;;;;;;;;966,7966797;33,20332033;752,3762027;720,10001;61,84665998;9495,188723;9689,583163
;;;;;;;;;966,8966897;33,10331033;657,0169196;730,10001;47,58647377;9508,258811;9695,436558
;;;;;;;;;966,9966997;33,00330033;995,5223377;740,10001;35,11175706;9490,849292;9640,35739
;;;;;;;;;967,0967097;32,90329033;474,2345569;750,10001;24,47174185;9506,116594;9718,21287
;;;;;;;;;967,1967197;32,80328033;984,3012694;760,10001;15,70841944;9490,166962;9641,426068
;;;;;;;;;967,2967297;32,70327033;359,309217;770,10001;8,856374636;9496,499591;9670,849387
;;;;;;;;;967,3967397;32,60326033;270,1848609;780,10001;3,942649343;9505,841499;9631,531264
;;;;;;;;;967,4967497;32,50325033;535,6354157;790,10001;0,986635786;9500,53472;9630,816282
;;;;;;;;;967,5967597;32,40324032;938,9685081;800,10001;0;9498,967819;9700,11512
;;;;;;;;;967,6967697;32,30323032;606,8038223;810,10001;0,986635786;9495,176087;9709,245122
;;;;;;;;;967,7967797;32,20322032;505,6476787;820,10001;3,942649343;9490,902794;9634,07226
;;;;;;;;;967,8967897;32,10321032;967,4816;830,10001;8,856374636;9504,416902;9696,222911
;;;;;;;;;967,9967997;32,00320032;193,110812;840,10001;15,70841944;9500,794091;9671,731082
;;;;;;;;;968,0968097;31,90319032;166,9235277;850,10001;24,47174185;9504,871652;9687,038001
;;;;;;;;;968,1968197;31,80318032;873,2868522;860,10001;35,11175706;9496,478019;9660,954789
;;;;;;;;;968,2968297;31,70317032;397,0618196;870,10001;47,58647377;9490,428799;9724,460384
;;;;;;;;;968,3968397;31,60316032;276,824471;880,10001;61,84665998;9498,259481;9642,949575
;;;;;;;;;968,4968497;31,50315032;707,6085556;890,10001;77,83603725;9492,963656;9676,229817
;;;;;;;;;968,5968597;31,40314031;47,96921358;900,10001;95,49150281;9499,975527;9732,525729
;;;;;;;;;968,6968697;31,30313031;891,2917165;910,10001;114,7433786;9490,396153;9665,117299
;;;;;;;;;968,7968797;31,20312031;13,47798986;920,10001;135,5156863;9494,782007;9690,207551
;;;;;;;;;968,8968897;31,10311031;650,8689011;930,10001;157,726447;9494,951601;9704,163312
;;;;;;;;;968,9968997;31,00310031;490,9694652;940,10001;181,2880051;9504,512173;9654,993717
;;;;;;;;;969,0969097;30,90309031;657,7119982;950,10001;206,1073739;9496,949594;9735,06505
;;;;;;;;;969,1969197;30,80308031;149,7965695;960,10001;232,0866025;9496,558152;9696,549885
;;;;;;;;;969,2969297;30,70307031;365,3255266;970,10001;259,1231629;9509,440614;9654,453805
;;;;;;;;;969,3969397;30,60306031;288,1217415;980,10001;287,1103542;9494,614919;9682,432285
;;;;;;;;;969,4969497;30,50305031;649,4237214;990,10001;315,9377237;9505,29459;9734,780947
;;;;;;;;;969,5969597;30,4030403;791,0408501;1000,10001;345,4915028;9508,904914;9693,543136
;;;;;;;;;969,6969697;30,3030303;883,0568429;0,100010001;375,6550564;9602,73422;9660,976479
;;;;;;;;;969,7969797;30,2030203;217,5787941;10,10001;406,3093427;9605,658423;9651,318721
;;;;;;;;;969,8969897;30,1030103;799,4765841;20,10001;437,3333832;9609,455556;9743,663005
;;;;;;;;;969,9969997;30,0030003;776,4438586;30,10001;468,6047402;9600,230981;9742,232767
;;;;;;;;;970,0970097;29,9029903;949,2104083;40,10001;500;9604,023885;9723,538316
;;;;;;;;;970,1970197;29,8029803;271,365513;50,10001;531,3952598;9604,238023;9658,86797
;;;;;;;;;970,2970297;29,7029703;428,3226249;60,10001;562,6666168;9593,721194;9681,217968
;;;;;;;;;970,3970397;29,6029603;638,9721433;70,10001;593,6906573;9594,406933;9675,419325
;;;;;;;;;970,4970497;29,5029503;309,1982534;80,10001;624,3449436;9605,215627;9735,904931
;;;;;;;;;970,5970597;29,40294029;582,1167237;90,10001;654,5084972;9591,771854;9665,023134
;;;;;;;;;970,6970697;29,30293029;611,0727642;100,10001;684,0622763;9591,627923;9754,25983
;;;;;;;;;970,7970797;29,20292029;83,97298345;110,10001;712,8896458;9600,384425;9715,987133
;;;;;;;;;970,8970897;29,10291029;325,9305141;120,10001;740,8768371;9592,599312;9698,44048
;;;;;;;;;970,9970997;29,00290029;76,08453788;130,10001;767,9133975;9601,85795;9748,237495
;;;;;;;;;971,0971097;28,90289029;978,3685631;140,10001;793,8926261;9602,517611;9711,882775
;;;;;;;;;971,1971197;28,80288029;121,0796494;150,10001;818,7119949;9591,412555;9715,140295
;;;;;;;;;971,2971297;28,70287029;947,5882687;160,10001;842,273553;9608,455862;9685,687226
;;;;;;;;;971,3971397;28,60286029;233,8581026;170,10001;864,4843137;9609,757935;9700,539401
;;;;;;;;;971,4971497;28,50285029;880,7886066;180,10001;885,2566214;9597,345243;9742,712943
;;;;;;;;;971,5971597;28,40284028;9,721918935;190,10001;904,5084972;9595,012824;9681,817843
;;;;;;;;;971,6971697;28,30283028;809,7604658;200,10001;922,1639628;9590,418061;9710,264271
;;;;;;;;;971,7971797;28,20282028;485,3782769;210,10001;938,15334;9608,838313;9736,628883
;;;;;;;;;971,8971897;28,10281028;621,7400755;220,10001;952,4135262;9602,927683;9690,716972
;;;;;;;;;971,9971997;28,00280028;930,9227133;230,10001;964,8882429;9608,000721;9755,624546
;;;;;;;;;972,0972097;27,90279028;928,7899226;240,10001;975,5282581;9605,391462;9715,910943
;;;;;;;;;972,1972197;27,80278028;608,9261888;250,10001;984,2915806;9608,868096;9678,046902
;;;;;;;;;972,2972297;27,70277028;364,3128871;260,10001;991,1436254;9591,462558;9689,004218
;;;;;;;;;972,3972397;27,60276028;558,9307172;270,10001;996,0573507;9593,465285;9723,810651
;;;;;;;;;972,4972497;27,50275028;118,5001711;280,10001;999,0133642;9596,537686;9747,409559
;;;;;;;;;972,5972597;27,40274027;589,4664897;290,10001;1000;9593,310781;9728,163196
;;;;;;;;;972,6972697;27,30273027;303,9191439;300,10001;999,0133642;9609,253947;9686,733829
;;;;;;;;;972,7972797;27,20272027;698,6075708;310,10001;996,0573507;9602,605778;9775,006659
;;;;;;;;;972,8972897;27,10271027;587,3720063;320,10001;991,1436254;9603,277844;9760,905784
;;;;;;;;;972,9972997;27,00270027;460,7357306;330,10001;984,2915806;9604,307687;9756,789905
;;;;;;;;;973,0973097;26,90269027;618,1103533;340,10001;975,5282581;9601,610511;9755,933445
;;;;;;;;;973,1973197;26,80268027;844,6070114;350,10001;964,8882429;9603,934985;9755,446126
;;;;;;;;;973,2973297;26,70267027;366,5072677;360,10001;952,4135262;9604,220746;9683,46028
;;;;;;;;;973,3973397;26,60266027;378,2221021;370,10001;938,15334;9597,68498;9689,85831
;;;;;;;;;973,4973497;26,50265027;486,5022294;380,10001;922,1639628;9600,215828;9743,726129
;;;;;;;;;973,5973597;26,40264026;560,9608711;390,10001;904,5084972;9592,809837;9703,713425
;;;;;;;;;973,6973697;26,30263026;878,9981346;400,10001;885,2566214;9596,77584;9715,258678
;;;;;;;;;973,7973797;26,20262026;115,4039967;410,10001;864,4843137;9596,137684;9750,641249
;;;;;;;;;973,8973897;26,10261026;29,12690102;420,10001;842,273553;9590,606568;9737,313487
